original_song_id	name	spotify_url	apple_music_url	youtube_music_url	line_music_url
02010011	月時計　～ ルナ・ダイアル	https://open.spotify.com/track/2OJTYS4LNsZuxxjtOuRE2J	https://music.apple.com/jp/album/%E6%9C%88%E6%99%82%E8%A8%88-%E3%83%AB%E3%83%8A-%E3%83%80%E3%82%A4%E3%82%A2%E3%83%AB/1581515718?i=1581515729	https://music.youtube.com/watch?v=JYCvhA1LLg4&list=OLAK5uy_nZVx8L3L4gkAccH7JMFgjYUMs3q9ONHf4	https://music.line.me/webapp/track/mt000000001480ea85
02010012	ツェペシュの幼き末裔	https://open.spotify.com/track/7uBZGn0OtiTbeN9WpM8v8x	https://music.apple.com/jp/album/%E3%83%84%E3%82%A7%E3%83%9A%E3%82%B7%E3%83%A5%E3%81%AE%E5%B9%BC%E3%81%8D%E6%9C%AB%E8%A3%94/1581515718?i=1581515730	https://music.youtube.com/watch?v=b3V2YLs3qRw&list=OLAK5uy_nZVx8L3L4gkAccH7JMFgjYUMs3q9ONHf4	https://music.line.me/webapp/track/mt000000001480ea86
02010013	亡き王女の為のセプテット	https://open.spotify.com/track/3a4zFuQWit4tzLJt8s6HJ9	https://music.apple.com/jp/album/%E4%BA%A1%E3%81%8D%E7%8E%8B%E5%A5%B3%E3%81%AE%E7%82%BA%E3%81%AE%E3%82%BB%E3%83%97%E3%83%86%E3%83%83%E3%83%88/1581515718?i=1581515731	https://music.youtube.com/watch?v=Kg0sXrz-zWQ&list=OLAK5uy_nZVx8L3L4gkAccH7JMFgjYUMs3q9ONHf4	https://music.line.me/webapp/track/mt000000001480ea87
02010014	魔法少女達の百年祭	https://open.spotify.com/track/6Bdv4I4OG6fzuYrstN6wlq	https://music.apple.com/jp/album/%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3%E9%81%94%E3%81%AE%E7%99%BE%E5%B9%B4%E7%A5%AD/1581515718?i=1581515732	https://music.youtube.com/watch?v=zaEweVXHfHQ&list=OLAK5uy_nZVx8L3L4gkAccH7JMFgjYUMs3q9ONHf4	https://music.line.me/webapp/track/mt000000001480ea88
02010015	U.N.オーエンは彼女なのか？	https://open.spotify.com/track/3gKMXBTtrPK3XDpejB0LgL	https://music.apple.com/jp/album/u-n-%E3%82%AA%E3%83%BC%E3%82%A8%E3%83%B3%E3%81%AF%E5%BD%BC%E5%A5%B3%E3%81%AA%E3%81%AE%E3%81%8B/1581515718?i=1581515733	https://music.youtube.com/watch?v=zPDQu-_KZBw&list=OLAK5uy_nZVx8L3L4gkAccH7JMFgjYUMs3q9ONHf4	https://music.line.me/webapp/track/mt000000001480ea89
02010016	紅より儚い永遠	https://open.spotify.com/track/52vNt0ijsKFhYKKcKfNOk6	https://music.apple.com/jp/album/%E7%B4%85%E3%82%88%E3%82%8A%E5%84%9A%E3%81%84%E6%B0%B8%E9%81%A0/1581515718?i=1581515734	https://music.youtube.com/watch?v=9IB3ZXiB8dg&list=OLAK5uy_nZVx8L3L4gkAccH7JMFgjYUMs3q9ONHf4	https://music.line.me/webapp/track/mt000000001480ea8a
02010017	紅楼　～ Eastern Dream...	https://open.spotify.com/track/2BRjWvPofUvffxVoBiMg2K	https://music.apple.com/jp/album/%E7%B4%85%E6%A5%BC-eastern-dream/1581515718?i=1581515735	https://music.youtube.com/watch?v=HFljf7-tk48&list=OLAK5uy_nZVx8L3L4gkAccH7JMFgjYUMs3q9ONHf4	https://music.line.me/webapp/track/mt000000001480ea8b
02020001	妖々夢　～ Snow or Cherry Petal	https://open.spotify.com/track/2zSH19wrgHQXsMBwgib3TY	https://music.apple.com/jp/album/%E5%A6%96%E3%80%85%E5%A4%A2-snow-or-cherry-petal/1581515810?i=1581515811	https://music.youtube.com/watch?v=5yEtzQGv7Y8&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480ea9e
02020002	無何有の郷　～ Deep Mountain	https://open.spotify.com/track/1nosAIn3fisJKVj7Y6FfeG	https://music.apple.com/jp/album/%E7%84%A1%E4%BD%95%E6%9C%89%E3%81%AE%E9%83%B7-deep-mountain/1581515810?i=1581515812	https://music.youtube.com/watch?v=gqMjFLZ9SCs&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480ea9f
02020003	クリスタライズシルバー	https://open.spotify.com/track/1PnUWuWljyIIVM2PraN4Dg	https://music.apple.com/jp/album/%E3%82%AF%E3%83%AA%E3%82%B9%E3%82%BF%E3%83%A9%E3%82%A4%E3%82%BA%E3%82%B7%E3%83%AB%E3%83%90%E3%83%BC/1581515810?i=1581515813	https://music.youtube.com/watch?v=kku7EaKqktk&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa0
02020004	遠野幻想物語	https://open.spotify.com/track/02VG339g6peAYY34bHnzll	https://music.apple.com/jp/album/%E9%81%A0%E9%87%8E%E5%B9%BB%E6%83%B3%E7%89%A9%E8%AA%9E/1581515810?i=1581515814	https://music.youtube.com/watch?v=KjijPCpYL44&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa1
02020005	ティアオイエツォン(withered leaf)	https://open.spotify.com/track/23UEDfBkMl8Ejcj7pTasut	https://music.apple.com/jp/album/%E3%83%86%E3%82%A3%E3%82%A2%E3%82%AA%E3%82%A4%E3%82%A8%E3%83%84%E3%82%A9%E3%83%B3-withered-leaf/1581515810?i=1581515815	https://music.youtube.com/watch?v=poFy9-b-6RA&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa2
02020006	ブクレシュティの人形師	https://open.spotify.com/track/5aPorbwN3mrZW16PkBcXwj	https://music.apple.com/jp/album/%E3%83%96%E3%82%AF%E3%83%AC%E3%82%B7%E3%83%A5%E3%83%86%E3%82%A3%E3%81%AE%E4%BA%BA%E5%BD%A2%E5%B8%AB/1581515810?i=1581515816	https://music.youtube.com/watch?v=Qx8LmvVZ08E&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa3
02020007	人形裁判　～ 人の形弄びし少女	https://open.spotify.com/track/4a7lEZMY9rcSQMb5ePrdcU	https://music.apple.com/jp/album/%E4%BA%BA%E5%BD%A2%E8%A3%81%E5%88%A4-%E4%BA%BA%E3%81%AE%E5%BD%A2%E5%BC%84%E3%81%B3%E3%81%97%E5%B0%91%E5%A5%B3/1581515810?i=1581515817	https://music.youtube.com/watch?v=v2hNqDz-RMw&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa4
02020008	天空の花の都	https://open.spotify.com/track/4I2JcWhvwqBfsWytvy52DH	https://music.apple.com/jp/album/%E5%A4%A9%E7%A9%BA%E3%81%AE%E8%8A%B1%E3%81%AE%E9%83%BD/1581515810?i=1581515818	https://music.youtube.com/watch?v=qce6NSJxWnA&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa5
02020009	幽霊楽団　～ Phantom Ensemble	https://open.spotify.com/track/7FeGwVTT3WfPlXx954bQn1	https://music.apple.com/jp/album/%E5%B9%BD%E9%9C%8A%E6%A5%BD%E5%9B%A3-phantom-ensemble/1581515810?i=1581515819	https://music.youtube.com/watch?v=ugFEFj0IO78&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa6
02020010	東方妖々夢　～ Ancient Temple	https://open.spotify.com/track/50Buo4wP1Rs1QzNfnwlPvP	https://music.apple.com/jp/album/%E6%9D%B1%E6%96%B9%E5%A6%96%E3%80%85%E5%A4%A2-ancient-temple/1581515810?i=1581515820	https://music.youtube.com/watch?v=HUU8SM2xw9I&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa7
02020011	広有射怪鳥事　～ Till When?	https://open.spotify.com/track/7J4IpzG8PdrO935egcFf1Z	https://music.apple.com/jp/album/%E5%BA%83%E6%9C%89%E5%B0%84%E6%80%AA%E9%B3%A5%E4%BA%8B-till-when/1581515810?i=1581515821	https://music.youtube.com/watch?v=Mllh9m47rEQ&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa8
02020012	アルティメットトゥルース	https://open.spotify.com/track/4AqztYK8OeuRd7nvUaaqEy	https://music.apple.com/jp/album/%E3%82%A2%E3%83%AB%E3%83%86%E3%82%A3%E3%83%A1%E3%83%83%E3%83%88%E3%83%88%E3%82%A5%E3%83%AB%E3%83%BC%E3%82%B9/1581515810?i=1581515822	https://music.youtube.com/watch?v=1n7Z1DmNOJc&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaa9
02020013	幽雅に咲かせ、墨染の桜　～ Border of Life	https://open.spotify.com/track/6xLZogNignLKGFI0n6MPRF	https://music.apple.com/jp/album/%E5%B9%BD%E9%9B%85%E3%81%AB%E5%92%B2%E3%81%8B%E3%81%9B-%E5%A2%A8%E6%9F%93%E3%81%AE%E6%A1%9C-border-of-life/1581515810?i=1581515823	https://music.youtube.com/watch?v=DAmMad9b7Ek&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaaa
02020014	ボーダーオブライフ	https://open.spotify.com/track/6TVLiIW5scoyiWNhzjayt4	https://music.apple.com/jp/album/%E3%83%9C%E3%83%BC%E3%83%80%E3%83%BC%E3%82%AA%E3%83%96%E3%83%A9%E3%82%A4%E3%83%95/1581515810?i=1581515824	https://music.youtube.com/watch?v=vfkktZ4p8Rw&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaab
02020015	妖々跋扈	https://open.spotify.com/track/7DGLFJLinmlsWQ1yK4N19q	https://music.apple.com/jp/album/%E5%A6%96%E3%80%85%E8%B7%8B%E6%89%88/1581515810?i=1581515825	https://music.youtube.com/watch?v=nHvKb1sE9IQ&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaac
02020016	少女幻葬　～ Necro-Fantasy	https://open.spotify.com/track/2uJRJLCASJBwZFrzy4dCnz	https://music.apple.com/jp/album/%E5%B0%91%E5%A5%B3%E5%B9%BB%E8%91%AC-necro-fantasy/1581515810?i=1581515976	https://music.youtube.com/watch?v=Lo2zGYnKk3k&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaad
02020017	妖々跋扈　～ Who done it!	https://open.spotify.com/track/0Xk1ee5U8dLlwzIUFDoFiB	https://music.apple.com/jp/album/%E5%A6%96%E3%80%85%E8%B7%8B%E6%89%88-who-done-it/1581515810?i=1581515977	https://music.youtube.com/watch?v=EvhbaRKH_BQ&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaae
02020018	ネクロファンタジア	https://open.spotify.com/track/6pghDwM9AKpgoh6Wz8ITGx	https://music.apple.com/jp/album/%E3%83%8D%E3%82%AF%E3%83%AD%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%82%A2/1581515810?i=1581515978	https://music.youtube.com/watch?v=UPLMawYBxsM&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eaaf
02020019	春風の夢	https://open.spotify.com/track/21zeDaJNTqsu6mJ5X9cEi1	https://music.apple.com/jp/album/%E6%98%A5%E9%A2%A8%E3%81%AE%E5%A4%A2/1581515810?i=1581515979	https://music.youtube.com/watch?v=kLM1iUmUDjQ&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eab0
02020020	さくらさくら　～ Japanize Dream...	https://open.spotify.com/track/6nfXt0RsbnDUllSyViSibF	https://music.apple.com/jp/album/%E3%81%95%E3%81%8F%E3%82%89%E3%81%95%E3%81%8F%E3%82%89-japanize-dream/1581515810?i=1581515980	https://music.youtube.com/watch?v=Nw26RNPPlwg&list=OLAK5uy_lhJ7cyWnUAiWisc8rvvLb_LMQVryAd3XQ	https://music.line.me/webapp/track/mt000000001480eab1
02040001	永夜抄　～ Eastern Night.	https://open.spotify.com/track/7zOHGFRF9bZ0zZ0r8p8JOB	https://music.apple.com/jp/album/%E6%B0%B8%E5%A4%9C%E6%8A%84-eastern-night/1581516007?i=1581516008	https://music.youtube.com/watch?v=45B3J8JX_Cw&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eac5
02040002	幻視の夜　～ Ghostly Eyes	https://open.spotify.com/track/00FC1dw4gfWMvMx5CvJf6X	https://music.apple.com/jp/album/%E5%B9%BB%E8%A6%96%E3%81%AE%E5%A4%9C-ghostly-eyes/1581516007?i=1581516009	https://music.youtube.com/watch?v=wpuCXD67Y7A&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eac6
02040003	蠢々秋月　～ Mooned Insect	https://open.spotify.com/track/4ovSAyrQY7IoHX4rXsTFv9	https://music.apple.com/jp/album/%E8%A0%A2%E3%80%85%E7%A7%8B%E6%9C%88-mooned-insect/1581516007?i=1581516010	https://music.youtube.com/watch?v=LjOb2MzZWGY&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eac7
02040004	夜雀の歌声　～ Night Bird	https://open.spotify.com/track/1mR7nMujTK4MHHDDhMXxcB	https://music.apple.com/jp/album/%E5%A4%9C%E9%9B%80%E3%81%AE%E6%AD%8C%E5%A3%B0-night-bird/1581516007?i=1581516011	https://music.youtube.com/watch?v=PupVQXN6Ol0&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eac8
02040005	もう歌しか聞こえない	https://open.spotify.com/track/6ObsgTdALXk3abEoocdq1G	https://music.apple.com/jp/album/%E3%82%82%E3%81%86%E6%AD%8C%E3%81%97%E3%81%8B%E8%81%9E%E3%81%93%E3%81%88%E3%81%AA%E3%81%84/1581516007?i=1581516012	https://music.youtube.com/watch?v=l-X46SHhWx0&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eac9
02040006	懐かしき東方の血　～ Old World	https://open.spotify.com/track/397WIaUl2Otr3Eo9A3hkzg	https://music.apple.com/jp/album/%E6%87%90%E3%81%8B%E3%81%97%E3%81%8D%E6%9D%B1%E6%96%B9%E3%81%AE%E8%A1%80-old-world/1581516007?i=1581516013	https://music.youtube.com/watch?v=orZas65EWB4&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eaca
02040007	プレインエイジア	https://open.spotify.com/track/1gb2kdCUPKesG6SPIuLDUL	https://music.apple.com/jp/album/%E3%83%97%E3%83%AC%E3%82%A4%E3%83%B3%E3%82%A8%E3%82%A4%E3%82%B8%E3%82%A2/1581516007?i=1581516014	https://music.youtube.com/watch?v=pHIWEx0zCX8&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eacb
02040008	永夜の報い　～ Imperishable Night.	https://open.spotify.com/track/6fzDCcooG0QWb1HjHzlY2f	https://music.apple.com/jp/album/%E6%B0%B8%E5%A4%9C%E3%81%AE%E5%A0%B1%E3%81%84-imperishable-night/1581516007?i=1581516015	https://music.youtube.com/watch?v=KFbk7lWQh5M&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eacc
02040009	少女綺想曲　～ Dream Battle	https://open.spotify.com/track/25Ttk0eYaJ72nw6lqq0oXv	https://music.apple.com/jp/album/%E5%B0%91%E5%A5%B3%E7%B6%BA%E6%83%B3%E6%9B%B2-dream-battle/1581516007?i=1581516016	https://music.youtube.com/watch?v=aZ7ToDR5Gw4&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eacd
02040010	恋色マスタースパーク	https://open.spotify.com/track/11StFFKObOLzD9OAF38Ulz	https://music.apple.com/jp/album/%E6%81%8B%E8%89%B2%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%B9%E3%83%91%E3%83%BC%E3%82%AF/1581516007?i=1581516017	https://music.youtube.com/watch?v=PBm0m7O71Xk&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eace
02040011	シンデレラケージ　～ Kagome-Kagome	https://open.spotify.com/track/2OM0umD9wRHRsh6IfXZeMI	https://music.apple.com/jp/album/%E3%82%B7%E3%83%B3%E3%83%87%E3%83%AC%E3%83%A9%E3%82%B1%E3%83%BC%E3%82%B8-kagome-kagome/1581516007?i=1581516018	https://music.youtube.com/watch?v=iundSHqwXEU&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480eacf
02040012	狂気の瞳　～ Invisible Full Moon	https://open.spotify.com/track/7w7JILvKOC24f0TpkkmXgH	https://music.apple.com/jp/album/%E7%8B%82%E6%B0%97%E3%81%AE%E7%9E%B3-invisible-full-moon/1581516007?i=1581516019	https://music.youtube.com/watch?v=gQAy3uG0oYo&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead0
02040013	ヴォヤージュ1969	https://open.spotify.com/track/2mQoVi1b3LvWmVVZXSF9EM	https://music.apple.com/jp/album/%E3%83%B4%E3%82%A9%E3%83%A4%E3%83%BC%E3%82%B8%E3%83%A51969/1581516007?i=1581516020	https://music.youtube.com/watch?v=4BTVyY2qEXU&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead1
02040014	千年幻想郷　～ History of the Moon	https://open.spotify.com/track/3Jm2CA4iyaiowucnuX5UuT	https://music.apple.com/jp/album/%E5%8D%83%E5%B9%B4%E5%B9%BB%E6%83%B3%E9%83%B7-history-of-the-moon/1581516007?i=1581516021	https://music.youtube.com/watch?v=-sSIeztzghk&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead2
02040015	竹取飛翔　～ Lunatic Princess	https://open.spotify.com/track/2D2v2ifqav4zrZe6wMunyX	https://music.apple.com/jp/album/%E7%AB%B9%E5%8F%96%E9%A3%9B%E7%BF%94-lunatic-princess/1581516007?i=1581516022	https://music.youtube.com/watch?v=ZS2LJ_97bc0&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead3
02040016	ヴォヤージュ1970	https://open.spotify.com/track/2euRPgQlys28MY9hUlg1IU	https://music.apple.com/jp/album/%E3%83%B4%E3%82%A9%E3%83%A4%E3%83%BC%E3%82%B8%E3%83%A51970/1581516007?i=1581516023	https://music.youtube.com/watch?v=gmrbCOTpzas&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead4
02040017	エクステンドアッシュ　～ 蓬莱人	https://open.spotify.com/track/3KnJ3ZXpzAtIQX7ZyTSGDJ	https://music.apple.com/jp/album/%E3%82%A8%E3%82%AF%E3%82%B9%E3%83%86%E3%83%B3%E3%83%89%E3%82%A2%E3%83%83%E3%82%B7%E3%83%A5-%E8%93%AC%E8%8E%B1%E4%BA%BA/1581516007?i=1581516024	https://music.youtube.com/watch?v=x1_bV9S_rCc&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead5
02040018	月まで届け、不死の煙	https://open.spotify.com/track/2zUZ0lkSOufYqVhf5D6VwM	https://music.apple.com/jp/album/%E6%9C%88%E3%81%BE%E3%81%A7%E5%B1%8A%E3%81%91-%E4%B8%8D%E6%AD%BB%E3%81%AE%E7%85%99/1581516007?i=1581516025	https://music.youtube.com/watch?v=q4vwwJowyKg&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead6
02040019	月見草	https://open.spotify.com/track/5cEKrqhYsKPjnFbJgLDfg7	https://music.apple.com/jp/album/%E6%9C%88%E8%A6%8B%E8%8D%89/1581516007?i=1581516026	https://music.youtube.com/watch?v=M1Zwgxv8EpQ&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead7
02040020	Eternal Dream　～ 幽玄の槭樹	https://open.spotify.com/track/3H4tW1nwv3Do2qF1eHXYDe	https://music.apple.com/jp/album/eternal-dream-%E5%B9%BD%E7%8E%84%E3%81%AE%E6%A7%AD%E6%A8%B9/1581516007?i=1581516027	https://music.youtube.com/watch?v=CnTASN6-qFk&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead8
02040021	東方妖怪小町	https://open.spotify.com/track/3eqlPONKaQmRCXxT1bBo7G	https://music.apple.com/jp/album/%E6%9D%B1%E6%96%B9%E5%A6%96%E6%80%AA%E5%B0%8F%E7%94%BA/1581516007?i=1581516028	https://music.youtube.com/watch?v=JsCek5_HpCQ&list=OLAK5uy_lMwEeDpnzEl1_andJFec8TjdZh21q4ZQ0	https://music.line.me/webapp/track/mt000000001480ead9
02050001	花映塚　～ Higan Retour	https://open.spotify.com/track/6VuMK5R1HZ2EOfcCJV4iLB	https://music.apple.com/jp/album/%E8%8A%B1%E6%98%A0%E5%A1%9A-higan-retour/1581515970?i=1581515972	https://music.youtube.com/watch?v=fHUUTDRJxhY&list=OLAK5uy_ktKPOQWy97Jshp5eqCxa-tQzsi8U46tvg	https://music.line.me/webapp/track/mt000000001480eab2
