product_id	name	spotify_url	apple_music_url	youtube_music_url	line_music_url
0308	伊弉諾物質　～ Neo-traditionalism of Japan.	https://open.spotify.com/album/4CEPnrwYqTozSgIRFR1bFC	https://music.apple.com/jp/album/izanagibusshitsu/1437763229	https://music.youtube.com/browse/MPREb_5ZzF2LziG27	https://music.line.me/webapp/album/mb000000000228deae
0309	燕石博物誌　～ Dr.Latency's Freak Report.	https://open.spotify.com/album/3JMaFkGz4U5SqIPHBAYWNX	https://music.apple.com/jp/album/ensekihakubutsushi/1437763055	https://music.youtube.com/browse/MPREb_mPBg1GtKZsQ	https://music.line.me/webapp/album/mb000000000228deaf
0310	"旧約酒場　～ Dateless Bar ""Old Adam""."	https://open.spotify.com/album/7Iy6HwGfsGc4SkvWriOw5z	https://music.apple.com/jp/album/kyuyakusakaba/1437763436	https://music.youtube.com/browse/MPREb_mNpeuF7tjTs	https://music.line.me/webapp/album/mb000000000228deaa
0311	虹色のセプテントリオン	https://open.spotify.com/album/3Uo5FvVt7mfZddIlgErKx6	https://music.apple.com/jp/album/rainbow-colored-septentrion-single/1661043684	https://music.youtube.com/browse/MPREb_ledPRnZolOY	https://music.line.me/webapp/album/mb0000000002b107d3
0401	幺樂団の歴史1　～ Akyu's Untouched Score vol.1	https://open.spotify.com/album/0Vib5xCJHrjHLIXAKFiZtB	https://music.apple.com/jp/album/yogakudannorekishi1/1438613504	https://music.youtube.com/browse/MPREb_ICtSXrGZba0	https://music.line.me/webapp/album/mb000000000228df75
0402	幺樂団の歴史2　～ Akyu's Untouched Score vol.2	https://open.spotify.com/album/638WWRr99yVsDSqmvh9LGv	https://music.apple.com/jp/album/yogakudannorekishi2/1437763340	https://music.youtube.com/browse/MPREb_iXK47SqWSmO	https://music.line.me/webapp/album/mb000000000228deda
0403	幺樂団の歴史3　～ Akyu's Untouched Score vol.3	https://open.spotify.com/album/0JyPKKPh2WBhfBFHLfeEDa	https://music.apple.com/jp/album/yogakudannorekishi3/1438613695	https://music.youtube.com/browse/MPREb_OYnnzIpa3IL	https://music.line.me/webapp/album/mb000000000228ded6
0404	幺樂団の歴史4　～ Akyu's Untouched Score vol.4	https://open.spotify.com/album/18v9I6KZNcy25L2sVItk1a	https://music.apple.com/jp/album/akyus-untouched-score-vol-4/1437763617	https://music.youtube.com/browse/MPREb_hhYZHd32nCU	https://music.line.me/webapp/album/mb000000000228def0
0405	幺樂団の歴史5　～ Akyu's Untouched Score vol.5	https://open.spotify.com/album/0y7JbQEfQQ39jWeqlknw05	https://music.apple.com/jp/album/yogakudannorekishi-untouched-score-vol-5/1437763647	https://music.youtube.com/browse/MPREb_QUcCNvKQO2n	https://music.line.me/webapp/album/mb000000000228deec
0600	幻想曲抜萃	https://open.spotify.com/album/1fGiaccQmQg1nWK223t76f	https://music.apple.com/jp/album/gensoukyokubassui-touhou-suimusou-original-sound-track/1455455669	https://music.youtube.com/browse/MPREb_tF2ELvPowkN	https://music.line.me/webapp/album/mb0000000002296554
0601	全人類ノ天楽録	https://open.spotify.com/album/6K1MKQUuWgC8jIltfzr7us	https://music.apple.com/jp/album/zenjinrui-no-tengakuroku-touhou-hisouten-original-sound/1455455360	https://music.youtube.com/browse/MPREb_bBY42D4qPRX	https://music.line.me/webapp/album/mb000000000229653f
0602	核熱造神ヒソウテンソク	https://open.spotify.com/album/3otSiKrGpGJ4Sg65alpOBL	https://music.apple.com/jp/album/kakunetsuzoushin-hisoutensoku-touhou-hisoutensoku-original/1455454721	https://music.youtube.com/browse/MPREb_RlzdYwo5wWg	https://music.line.me/webapp/album/mb0000000002296490
0603	暗黒能楽集・心綺楼	https://open.spotify.com/album/3m7K51T2APKYWHMqrlPlC2	https://music.apple.com/jp/album/ankokunougakushuu-shinkirou-touhou-shinkirou-original/1437762784	https://music.youtube.com/browse/MPREb_BwTOUcno711	https://music.line.me/webapp/album/mb000000000228e02e
0604	深秘的楽曲集 宇佐見菫子と秘密の部室	https://open.spotify.com/album/0Aa9gp0jfDexCm52dEFrZ0	https://music.apple.com/jp/album/shinpitekigakkyokusyuu-usami-sumireko-to-himitsu-no-heya/1438613129	https://music.youtube.com/browse/MPREb_GduL76eIWi9	https://music.line.me/webapp/album/mb000000000228df1a
0606	完全憑依ディスコグラフィ	https://open.spotify.com/album/54eCg3SWdUdrImZ4uLLQOy	https://music.apple.com/jp/album/kanzenhyoui-discography-touhou-hyouibana-original-sound/1437764857	https://music.youtube.com/browse/MPREb_yRMPmxI6rlt	https://music.line.me/webapp/album/mb000000000228df1f
0607	強欲な獣のムジカ	https://open.spotify.com/album/3VjUXrHBTbigUnAcZxxG6m	https://music.apple.com/jp/album/gouyoku-na-kemono-no-musica-touhou-gouyokuibun-original/1613909048	https://music.youtube.com/browse/MPREb_MBqAoo1ELwT	https://music.line.me/webapp/album/mb0000000002641b2c
0709	東方オトハナビ	https://open.spotify.com/album/5oeBg1OyHWuysOSaV3UH4R	https://music.apple.com/jp/album/touhou-otohanabi/1583684648	https://music.youtube.com/browse/MPREb_b6T00orXX1J	https://music.line.me/webapp/album/mb0000000002377b5d
